id,EmployeeNumber,CalDate,IsSwipe,IsTravel,IsLeave,IsNoSwipe,IsWeekend,created_date,updated_date,HoPCount,LeaveType,HOP_TYPE
496,35148198,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
497,35148205,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
498,35148232,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
499,35148349,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
500,35148367,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
501,35148385,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
502,35148429,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
503,35521756,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
504,35521765,2025-01-08,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
505,30271483,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
506,30271517,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
507,30271544,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:29.5128378,NULL,NULL,NULL
508,30271704,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
509,30271731,2025-01-09,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
510,30284816,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
511,30284825,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
512,30284843,2025-01-09,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
513,30284889,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
514,30284923,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
515,30285021,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
516,30299588,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
517,30299613,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
518,30299631,2025-01-09,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
519,30299739,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
520,30299846,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
521,30299999,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
522,30300148,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
523,30300166,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
524,30314204,2025-01-09,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
525,30314286,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
526,30314295,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
527,30314339,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
528,30314357,2025-01-09,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
529,35186100,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
530,35186486,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
531,35186510,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
532,35186681,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
533,35186805,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
534,35186912,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
535,35186930,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
536,35186976,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
537,35239973,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
538,35239982,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
539,35240051,2025-01-08,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
540,35240122,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
541,35240140,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
542,35560972,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
543,35560981,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
544,35560990,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
545,35561025,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
546,35561034,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
547,35561052,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
548,35561061,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
549,35582459,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
550,35582468,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
551,35582556,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
552,35582583,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
553,35582592,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
554,35582609,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
555,35577027,2025-01-01,0,0,1,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
556,30782751,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
557,31220820,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
558,35063661,2025-01-01,0,0,0,1,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
559,35365130,2025-01-01,0,0,1,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
560,35408978,2025-01-01,0,0,0,1,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
561,30226871,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
562,31007767,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
563,32048007,2025-01-02,0,0,0,1,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
564,33231823,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
565,30264829,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
566,33568568,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
567,33747731,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
568,34853631,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
569,34958001,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
570,34782646,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
571,35529106,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
572,35529552,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
573,33341599,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
574,34100785,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
575,34488019,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
576,34594181,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
577,34596722,2025-01-03,0,0,0,1,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
578,35513417,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
579,35552099,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
580,30252690,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
581,33332750,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
582,33563983,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
583,34091358,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
584,34804542,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
585,35476029,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
586,33338399,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
587,33912133,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
588,34626370,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
589,34869438,2025-01-06,0,0,0,1,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
590,34890084,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
591,30361224,2025-01-14,0,0,1,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
592,35532824,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
593,35802827,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
594,35802998,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
595,31320703,2025-01-14,0,1,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
596,33331243,2025-01-14,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
597,35386787,2025-01-13,0,0,0,1,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
598,35439579,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
599,35491137,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
600,35844685,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
601,31245910,2025-01-14,0,0,1,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
602,35560286,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
603,35713834,2025-01-13,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
604,35041310,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
605,35351555,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
606,35390326,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
607,35447123,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
608,34462910,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
609,35183247,2025-01-15,0,0,0,1,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
610,35335681,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
611,35803997,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
612,35804335,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
613,35804503,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
614,35833278,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
615,34736714,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
616,34790940,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
617,31617162,2025-01-16,0,1,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
618,32704789,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
619,33298039,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
620,33444194,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
621,33446664,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
622,34461458,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
623,35028549,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
624,35289124,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
625,31250663,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
626,31333557,2025-01-16,0,0,0,1,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
627,31709991,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
628,32083361,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
629,34973912,2025-01-17,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
630,35101950,2025-01-17,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
631,34829115,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
632,34849371,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
633,34849380,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
634,34849399,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
635,34849406,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
636,34849610,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
637,34850411,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
638,34850439,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
639,34850448,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
640,34850475,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
641,34850484,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
642,35164133,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
643,35164179,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
644,35164197,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
645,35164204,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
646,35164213,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
647,35164222,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
648,35164231,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
649,35164240,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
650,35164259,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
651,35165150,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
652,35165285,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
653,35165294,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
654,35165301,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
655,30316809,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
656,30316836,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
657,30316845,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
658,30316854,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
659,30316863,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
660,30316961,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
661,30316970,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
662,30317005,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
663,30317103,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
664,30317112,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
665,30317130,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
666,30317176,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
667,30317185,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
668,31560212,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
669,31560267,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
670,31560310,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
671,31560338,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
672,31560418,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
673,31560436,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
674,31561845,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
675,31561943,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
676,31561989,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
677,31562005,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
678,31562112,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
679,31663101,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
680,33340493,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
681,33340616,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
682,33340670,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
683,33340705,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
684,33340803,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
685,33375963,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
686,33376383,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
687,33376409,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
688,33376436,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
689,33376463,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
690,33376917,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
691,33377122,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
692,33377168,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
693,34279780,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
694,34279806,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
695,34280509,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
696,34280527,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
697,34280554,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
698,34281456,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
699,34281508,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
700,34281660,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
701,34281704,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
702,34281839,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
703,34282080,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
704,34283132,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
705,34283169,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
706,34804463,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
707,34829124,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
708,34829133,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
709,34829589,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
710,34829598,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
711,34829810,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
712,34829829,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
713,34829838,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
714,34829865,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
715,34829892,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
716,34829936,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
717,34829963,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
718,34829990,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
719,35108980,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
720,34592174,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
721,34592183,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
722,34592192,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
723,34592209,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
724,34592325,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
725,34592352,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
726,34592370,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
727,34592389,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
728,34592619,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
729,34592673,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
730,34592833,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
731,34592842,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
732,34753035,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
733,34777108,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
734,34777536,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
735,34777545,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
736,34778214,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
737,34778223,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
738,34778232,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
739,34778241,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
740,34778250,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
741,34778278,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
742,34778287,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
743,34778303,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
